设备ID,设备类型,时间戳,温度(℃),压力(MPa),振动(m/s²),流量(m³/h),产量(件),合格率(%),故障标记,故障类型
EQ018,冷却塔,2026-03-24 09:26:42,45.05,3.23,0.986,179.36,733.81,96.62,0,无
EQ018,冷却塔,2026-03-24 10:26:42,49.75,3.1,,182.12,807.76,99.37,0,无
EQ018,冷却塔,2026-03-24 11:26:42,52.82,2.56,1.014,177.7,779.89,97.48,0,无
EQ018,冷却塔,2026-03-24 12:26:42,46.6,2.7,0.821,183.79,808.6,96.68,0,无
EQ018,冷却塔,2026-03-24 13:26:42,42.61,3.0,0.75,212.67,687.06,98.17,0,无
EQ018,冷却塔,2026-03-24 14:26:42,40.02,3.18,0.806,216.32,788.36,99.23,0,无
EQ018,冷却塔,2026-03-24 15:26:42,45.94,2.61,0.637,191.2,805.73,98.9,0,无
EQ019,换热器,2026-02-22 16:26:42,64.28,6.4,0.776,110.59,805.2,98.79,0,无
EQ019,换热器,2026-02-22 17:26:42,49.66,6.27,0.817,84.82,832.33,97.57,0,无
EQ019,换热器,2026-02-22 18:26:42,63.71,5.41,1.609,98.57,776.54,98.99,0,无
EQ019,换热器,2026-02-22 19:26:42,59.4,7.9,1.35,94.32,803.71,98.07,0,无
EQ019,换热器,2026-02-22 20:26:42,52.61,6.77,0.871,97.03,810.93,97.08,0,无
EQ019,换热器,2026-02-22 21:26:42,61.48,5.7,0.857,98.05,763.25,96.44,0,无
EQ019,换热器,2026-02-22 22:26:42,61.22,4.63,0.324,100.54,790.91,98.26,0,无
EQ019,换热器,2026-02-22 23:26:42,64.65,4.81,0.816,94.63,815.61,98.23,0,无
EQ019,换热器,2026-02-23 00:26:42,57.16,6.03,0.918,89.05,802.7,95.86,0,无
EQ019,换热器,2026-02-23 01:26:42,61.72,6.85,0.896,124.74,830.15,99.46,0,无
EQ019,换热器,2026-02-23 02:26:42,62.7,6.33,1.043,81.19,701.73,97.76,0,无
EQ019,换热器,2026-02-23 03:26:42,55.78,5.66,0.621,113.3,748.44,96.9,0,无
EQ019,换热器,2026-02-23 04:26:42,60.27,6.65,1.254,92.2,789.38,99.64,0,无
EQ019,换热器,2026-02-23 05:26:42,67.74,6.53,1.116,101.2,900.43,99.13,0,无
EQ019,换热器,2026-02-23 06:26:42,60.85,6.43,0.925,80.75,748.88,97.54,0,无
EQ019,换热器,2026-02-23 07:26:42,56.32,5.57,0.797,115.67,891.63,99.31,0,无
EQ019,换热器,2026-02-23 08:26:42,44.9,6.65,1.221,99.55,775.15,97.7,0,无
EQ019,换热器,2026-02-23 09:26:42,66.93,6.23,1.366,109.78,872.03,98.63,0,无
EQ019,换热器,2026-02-23 10:26:42,52.04,5.04,1.194,107.21,769.14,98.25,0,无
EQ019,换热器,2026-02-23 11:26:42,56.82,5.7,0.57,100.54,774.16,98.38,0,无
EQ019,换热器,2026-02-23 12:26:42,47.73,6.36,0.845,87.2,778.0,96.4,0,无
EQ019,换热器,2026-02-23 13:26:42,57.96,6.07,1.022,105.52,771.62,98.78,0,无
EQ019,换热器,2026-02-23 14:26:42,61.86,6.49,1.498,81.39,780.87,97.24,0,无
EQ019,换热器,2026-02-23 15:26:42,74.97,6.36,1.086,114.35,800.62,98.47,0,无
EQ019,换热器,2026-02-23 16:26:42,56.81,5.18,1.269,88.48,837.43,99.08,0,无
EQ019,换热器,2026-02-23 17:26:42,44.29,6.63,1.076,88.36,713.01,97.93,0,无
EQ019,换热器,2026-02-23 18:26:42,58.75,6.66,1.019,86.95,722.31,98.15,0,无
EQ019,换热器,2026-02-23 19:26:42,60.03,6.79,0.852,105.02,793.36,95.3,0,无
EQ019,换热器,2026-02-23 20:26:42,65.01,5.74,1.198,102.03,750.56,97.83,0,无
EQ019,换热器,2026-02-23 21:26:42,59.78,6.11,,100.37,887.31,98.84,0,无
EQ019,换热器,2026-02-23 22:26:42,66.97,6.49,1.023,108.78,862.44,98.13,0,无
EQ019,换热器,2026-02-23 23:26:42,67.36,5.22,1.33,90.75,734.78,97.72,0,无
EQ019,换热器,2026-02-24 00:26:42,61.45,6.2,1.387,93.31,882.2,99.65,0,无
EQ019,换热器,2026-02-24 01:26:42,61.58,5.5,1.747,120.7,809.52,96.64,0,无
EQ019,换热器,2026-02-24 02:26:42,64.34,5.65,1.262,102.75,720.2,96.82,0,无
EQ019,换热器,2026-02-24 03:26:42,54.66,6.98,0.805,72.71,789.92,97.74,0,无
EQ019,换热器,2026-02-24 04:26:42,71.13,6.91,0.607,104.72,839.59,97.88,0,无
EQ019,换热器,2026-02-24 05:26:42,61.23,6.66,1.088,108.05,870.34,97.55,0,无
EQ019,换热器,2026-02-24 06:26:42,65.57,5.73,1.322,92.54,821.73,97.77,0,无
EQ019,换热器,2026-02-24 07:26:42,64.11,5.49,0.917,99.37,746.27,97.39,0,无
EQ019,换热器,2026-02-24 08:26:42,48.52,6.23,1.238,83.3,741.44,97.04,0,无
EQ019,换热器,2026-02-24 09:26:42,51.09,6.24,0.792,103.0,762.62,97.66,0,无
EQ019,换热器,2026-02-24 10:26:42,67.27,5.31,0.831,105.01,784.07,98.19,0,无
EQ019,换热器,2026-02-24 11:26:42,60.01,5.1,1.42,98.81,879.74,98.34,0,无
EQ019,换热器,2026-02-24 12:26:42,69.22,6.61,1.369,97.33,889.36,97.53,0,无
EQ019,换热器,2026-02-24 13:26:42,62.54,6.52,1.952,113.13,773.7,98.27,0,无
EQ019,换热器,2026-02-24 14:26:42,50.58,6.88,0.062,97.93,909.78,98.76,0,无
EQ019,换热器,2026-02-24 15:26:42,63.43,5.28,1.399,89.03,754.69,99.33,0,无
EQ019,换热器,2026-02-24 16:26:42,53.37,5.12,0.711,102.27,774.88,99.82,0,无
EQ019,换热器,2026-02-24 17:26:42,60.24,5.26,0.44,110.81,815.01,98.61,0,无
EQ019,换热器,2026-02-24 18:26:42,57.01,6.09,1.357,100.07,742.64,98.72,0,无
EQ019,换热器,2026-02-24 19:26:42,57.56,6.58,1.008,110.34,825.35,99.3,0,无
EQ019,换热器,2026-02-24 20:26:42,66.73,5.22,0.438,99.08,830.09,97.27,0,无
EQ019,换热器,2026-02-24 21:26:42,63.12,6.24,0.978,92.38,749.03,100.48,0,无
EQ019,换热器,2026-02-24 22:26:42,45.15,5.26,1.78,87.6,771.87,98.68,0,无
EQ019,换热器,2026-02-24 23:26:42,63.37,6.27,1.449,88.5,808.75,97.95,0,无
EQ019,换热器,2026-02-25 00:26:42,53.85,6.06,1.168,107.02,853.47,97.96,0,无
EQ019,换热器,2026-02-25 01:26:42,52.95,5.17,0.862,83.77,764.46,96.82,0,无
EQ019,换热器,2026-02-25 02:26:42,55.42,7.07,0.963,118.87,820.88,97.38,0,无
EQ019,换热器,2026-02-25 03:26:42,59.14,5.01,0.901,84.27,829.93,97.57,0,无
EQ019,换热器,2026-02-25 04:26:42,57.87,5.75,1.27,89.32,752.21,98.34,0,无
EQ019,换热器,2026-02-25 05:26:42,67.6,6.2,1.656,88.79,691.67,98.49,0,无
EQ019,换热器,2026-02-25 06:26:42,58.93,6.28,1.257,81.7,785.66,98.59,0,无
EQ019,换热器,2026-02-25 07:26:42,61.79,5.89,1.221,111.96,697.44,99.58,0,无
EQ019,换热器,2026-02-25 08:26:42,51.44,6.36,0.901,115.06,836.05,98.59,0,无
EQ019,换热器,2026-02-25 09:26:42,61.55,5.68,0.703,83.4,768.72,98.91,0,无
EQ019,换热器,2026-02-25 10:26:42,52.99,6.73,0.692,98.03,822.55,99.03,0,无
EQ019,换热器,2026-02-25 11:26:42,57.43,6.29,1.064,97.0,748.07,98.44,0,无
EQ019,换热器,2026-02-25 12:26:42,60.2,5.81,1.034,106.85,716.01,97.45,0,无
EQ019,换热器,2026-02-25 13:26:42,53.18,5.46,0.763,113.18,816.66,96.9,0,无
EQ019,换热器,2026-02-25 14:26:42,61.3,6.26,0.892,84.55,745.57,96.41,0,无
EQ019,换热器,2026-02-25 15:26:42,74.98,4.96,0.624,99.72,708.63,96.84,0,无
EQ019,换热器,2026-02-25 16:26:42,60.8,6.12,1.123,108.59,797.98,97.31,0,无
EQ019,换热器,2026-02-25 17:26:42,63.2,6.83,1.185,89.63,830.71,98.56,0,无
EQ019,换热器,2026-02-25 18:26:42,51.34,5.86,1.17,113.93,767.67,96.54,0,无
EQ019,换热器,2026-02-25 19:26:42,63.56,5.85,1.072,102.28,807.43,97.59,0,无
EQ019,换热器,2026-02-25 20:26:42,66.35,5.49,1.08,104.68,790.22,98.79,0,无
EQ019,换热器,2026-02-25 21:26:42,56.74,7.38,1.071,114.86,844.4,99.42,0,无
EQ019,换热器,2026-02-25 22:26:42,60.62,6.68,1.437,103.46,765.07,99.83,0,无
EQ019,换热器,2026-02-25 23:26:42,60.13,6.05,1.081,90.6,817.01,98.35,0,无
EQ019,换热器,2026-02-26 00:26:42,59.93,5.96,0.933,95.44,836.33,98.29,0,无
EQ019,换热器,2026-02-26 01:26:42,66.52,5.69,1.338,110.7,787.85,97.33,0,无
EQ019,换热器,2026-02-26 02:26:42,64.16,5.05,0.875,103.31,792.51,96.93,1,流量异常
EQ019,换热器,2026-02-26 03:26:42,60.63,5.4,1.078,95.3,793.08,97.18,0,无
EQ019,换热器,2026-02-26 04:26:42,65.42,5.91,0.779,98.55,886.74,98.33,0,无
EQ019,换热器,2026-02-26 05:26:42,67.53,5.03,0.941,88.0,774.03,97.23,0,无
EQ019,换热器,2026-02-26 06:26:42,69.03,6.43,0.773,94.42,818.14,98.89,0,无
EQ019,换热器,2026-02-26 07:26:42,67.29,6.38,1.544,105.12,777.76,97.19,0,无
EQ019,换热器,2026-02-26 08:26:42,52.44,5.27,1.202,119.09,805.24,99.83,0,无
EQ019,换热器,2026-02-26 09:26:42,60.19,6.36,0.525,109.75,768.14,98.83,0,无
EQ019,换热器,2026-02-26 10:26:42,68.98,6.18,1.13,101.42,831.98,99.87,0,无
EQ019,换热器,2026-02-26 11:26:42,60.08,6.1,0.466,105.06,760.94,97.8,0,无
EQ019,换热器,2026-02-26 12:26:42,63.34,5.03,1.14,103.01,835.16,97.36,0,无
EQ019,换热器,2026-02-26 13:26:42,67.79,6.18,0.787,83.57,772.93,98.87,0,无
EQ019,换热器,2026-02-26 14:26:42,63.12,4.71,0.9,101.5,895.47,99.29,1,振动过大
EQ019,换热器,2026-02-26 15:26:42,58.75,6.11,0.591,68.48,780.15,99.0,0,无
EQ019,换热器,2026-02-26 16:26:42,61.27,5.55,1.274,121.52,725.55,97.95,0,无
EQ019,换热器,2026-02-26 17:26:42,56.27,6.03,0.863,133.5,794.03,98.3,0,无
EQ019,换热器,2026-02-26 18:26:42,61.17,5.25,1.061,82.34,890.16,98.9,0,无
EQ019,换热器,2026-02-26 19:26:42,55.96,5.9,1.308,103.27,717.42,98.17,0,无
EQ019,换热器,2026-02-26 20:26:42,67.6,4.6,1.041,89.97,863.37,97.55,0,无
EQ019,换热器,2026-02-26 21:26:42,56.11,6.5,0.731,101.01,814.06,97.81,0,无
EQ019,换热器,2026-02-26 22:26:42,50.87,5.48,0.961,77.27,804.27,97.74,0,无
EQ019,换热器,2026-02-26 23:26:42,64.01,6.39,0.663,93.77,753.61,97.47,0,无
EQ019,换热器,2026-02-27 00:26:42,58.24,6.67,,110.64,813.01,99.39,0,无
EQ019,换热器,2026-02-27 01:26:42,57.53,5.51,1.043,80.71,807.88,98.57,0,无
EQ019,换热器,2026-02-27 02:26:42,67.69,6.24,0.957,123.29,799.53,96.94,0,无
EQ019,换热器,2026-02-27 03:26:42,59.76,5.19,0.63,102.9,733.71,97.38,0,无
EQ019,换热器,2026-02-27 04:26:42,51.82,6.08,0.786,106.39,822.57,96.7,0,无
EQ019,换热器,2026-02-27 05:26:42,66.45,5.9,0.633,104.47,888.03,97.8,0,无
EQ019,换热器,2026-02-27 06:26:42,48.46,6.55,1.473,87.04,760.21,98.04,0,无
EQ019,换热器,2026-02-27 07:26:42,46.46,7.25,0.985,100.5,817.87,97.74,0,无
EQ019,换热器,2026-02-27 08:26:42,56.39,5.44,0.647,104.88,867.63,98.95,0,无
EQ019,换热器,2026-02-27 09:26:42,57.98,5.88,1.485,90.42,716.58,98.25,0,无
EQ019,换热器,2026-02-27 10:26:42,65.97,4.51,1.119,86.46,729.07,97.71,0,无
EQ019,换热器,2026-02-27 11:26:42,51.92,4.94,1.032,99.47,714.1,96.59,0,无
EQ019,换热器,2026-02-27 12:26:42,63.25,6.32,0.206,84.84,795.87,98.42,0,无
EQ019,换热器,2026-02-27 13:26:42,62.88,6.36,0.784,102.13,780.31,97.44,0,无
EQ019,换热器,2026-02-27 14:26:42,49.42,6.18,0.505,85.95,834.32,97.83,0,无
EQ019,换热器,2026-02-27 15:26:42,67.36,5.8,0.833,113.76,779.99,98.28,0,无
EQ019,换热器,2026-02-27 16:26:42,58.86,6.07,0.934,110.54,803.4,97.67,0,无
EQ019,换热器,2026-02-27 17:26:42,61.78,5.07,1.304,81.92,766.81,97.55,0,无
EQ019,换热器,2026-02-27 18:26:42,61.75,6.97,1.309,82.33,755.71,96.6,0,无
EQ019,换热器,2026-02-27 19:26:42,50.9,5.65,1.393,97.05,794.21,98.23,0,无
EQ019,换热器,2026-02-27 20:26:42,53.42,5.96,1.074,129.51,846.2,99.65,0,无
EQ019,换热器,2026-02-27 21:26:42,60.2,6.32,1.078,78.54,676.88,96.88,0,无
EQ019,换热器,2026-02-27 22:26:42,68.7,5.76,1.234,115.66,735.84,99.48,0,无
EQ019,换热器,2026-02-27 23:26:42,51.86,5.88,0.676,102.84,791.91,98.8,0,无
EQ019,换热器,2026-02-28 00:26:42,67.0,6.95,1.226,109.78,777.59,97.82,0,无
EQ019,换热器,2026-02-28 01:26:42,62.2,5.26,1.337,98.39,809.72,96.48,0,无
EQ019,换热器,2026-02-28 02:26:42,57.45,6.52,1.126,109.95,783.13,98.13,0,无
EQ019,换热器,2026-02-28 03:26:42,59.27,6.4,1.078,95.41,671.99,98.17,0,无
EQ019,换热器,2026-02-28 04:26:42,48.25,6.41,1.25,72.59,814.98,98.27,0,无
EQ019,换热器,2026-02-28 05:26:42,62.63,5.26,1.143,84.89,834.51,98.43,0,无
EQ019,换热器,2026-02-28 06:26:42,57.69,6.25,0.716,93.3,858.2,99.12,0,无
EQ019,换热器,2026-02-28 07:26:42,52.32,5.63,0.833,100.74,793.3,99.29,0,无
EQ019,换热器,2026-02-28 08:26:42,70.74,7.08,1.648,81.04,790.55,97.31,0,无
EQ019,换热器,2026-02-28 09:26:42,53.72,6.85,1.126,80.93,929.68,96.18,0,无
EQ019,换热器,2026-02-28 10:26:42,57.52,6.05,0.661,106.6,769.12,98.82,0,无
EQ019,换热器,2026-02-28 11:26:42,62.79,4.5,0.535,110.18,820.2,96.97,0,无
EQ019,换热器,2026-02-28 12:26:42,55.32,5.95,0.392,127.26,750.98,98.03,0,无
EQ019,换热器,2026-02-28 13:26:42,71.69,5.89,1.097,88.52,772.58,97.07,0,无
EQ019,换热器,2026-02-28 14:26:42,68.96,5.6,0.777,89.66,819.12,98.58,0,无
EQ019,换热器,2026-02-28 15:26:42,46.02,6.04,1.09,116.86,738.81,96.88,0,无
EQ019,换热器,2026-02-28 16:26:42,64.49,5.96,,113.22,813.97,97.93,0,无
EQ019,换热器,2026-02-28 17:26:42,58.9,5.98,1.018,117.06,698.15,97.58,0,无
EQ019,换热器,2026-02-28 18:26:42,61.43,5.64,0.914,94.71,865.16,97.58,0,无
EQ019,换热器,2026-02-28 19:26:42,54.95,6.47,0.84,97.98,744.66,97.59,0,无
EQ019,换热器,2026-02-28 20:26:42,59.76,5.24,0.97,106.16,700.42,97.35,0,无
EQ019,换热器,2026-02-28 21:26:42,77.88,5.88,1.342,99.67,783.5,98.93,0,无
EQ019,换热器,2026-02-28 22:26:42,68.38,5.46,0.671,83.58,756.09,99.14,0,无
EQ019,换热器,2026-02-28 23:26:42,60.22,6.71,0.69,87.96,780.38,98.3,0,无
EQ019,换热器,2026-03-01 00:26:42,59.02,6.42,1.124,105.85,834.24,99.1,0,无
EQ019,换热器,2026-03-01 01:26:42,42.78,5.99,1.253,130.29,794.99,95.8,0,无
EQ019,换热器,2026-03-01 02:26:42,69.98,5.27,1.138,106.45,806.31,95.87,0,无
EQ019,换热器,2026-03-01 03:26:42,57.46,5.06,1.136,89.38,693.79,98.71,0,无
EQ019,换热器,2026-03-01 04:26:42,51.13,6.08,0.779,110.41,841.31,98.24,0,无
EQ019,换热器,2026-03-01 05:26:42,59.25,5.74,0.639,92.94,823.92,99.95,0,无
EQ019,换热器,2026-03-01 06:26:42,64.0,6.43,0.968,106.32,692.61,97.28,0,无
EQ019,换热器,2026-03-01 07:26:42,64.93,6.43,0.837,84.3,796.45,97.57,0,无
EQ019,换热器,2026-03-01 08:26:42,66.58,6.42,1.465,113.33,786.29,98.35,0,无
EQ019,换热器,2026-03-01 09:26:42,74.24,5.76,1.052,99.95,800.83,97.13,0,无
EQ019,换热器,2026-03-01 10:26:42,69.16,5.45,1.557,119.66,812.54,98.01,0,无
EQ019,换热器,2026-03-01 11:26:42,54.56,6.04,1.324,91.79,873.39,99.03,0,无
EQ019,换热器,2026-03-01 12:26:42,59.26,6.48,0.726,98.76,910.85,99.19,0,无
EQ019,换热器,2026-03-01 13:26:42,63.49,6.04,0.978,99.65,761.31,98.65,0,无
EQ019,换热器,2026-03-01 14:26:42,67.31,5.85,1.14,91.27,796.66,97.15,0,无
EQ019,换热器,2026-03-01 15:26:42,58.41,6.07,1.181,92.65,823.81,97.04,0,无
EQ019,换热器,2026-03-01 16:26:42,62.22,7.33,0.889,83.99,844.83,98.29,0,无
EQ019,换热器,2026-03-01 17:26:42,63.21,6.76,0.787,91.83,827.23,99.04,1,流量异常
EQ019,换热器,2026-03-01 18:26:42,61.66,5.96,1.097,108.8,727.6,97.01,0,无
EQ019,换热器,2026-03-01 19:26:42,59.38,6.41,1.651,98.64,812.26,97.33,0,无
EQ019,换热器,2026-03-01 20:26:42,64.6,5.34,0.997,88.6,694.38,100.69,0,无
EQ019,换热器,2026-03-01 21:26:42,65.61,6.49,1.273,117.1,808.12,98.87,0,无
EQ019,换热器,2026-03-01 22:26:42,56.5,5.9,0.539,102.42,773.5,97.87,0,无
EQ019,换热器,2026-03-01 23:26:42,65.8,6.18,1.309,92.91,819.09,97.36,0,无
EQ019,换热器,2026-03-02 00:26:42,58.77,5.82,0.696,95.05,828.87,97.08,0,无
EQ019,换热器,2026-03-02 01:26:42,55.35,6.75,1.425,109.98,885.4,99.36,0,无
EQ019,换热器,2026-03-02 02:26:42,59.38,7.19,1.468,99.13,812.56,97.34,0,无
EQ019,换热器,2026-03-02 03:26:42,59.33,5.07,0.824,109.53,748.79,97.69,0,无
EQ019,换热器,2026-03-02 04:26:42,63.91,5.83,1.345,114.36,769.1,97.56,0,无
EQ019,换热器,2026-03-02 05:26:42,60.31,5.6,1.49,95.05,845.54,96.5,0,无
EQ019,换热器,2026-03-02 06:26:42,54.59,5.35,0.627,93.8,818.37,99.53,0,无
EQ019,换热器,2026-03-02 07:26:42,58.58,6.05,1.102,91.26,798.81,100.09,0,无
EQ019,换热器,2026-03-02 08:26:42,62.72,7.25,1.007,92.56,852.18,99.26,0,无
EQ019,换热器,2026-03-02 09:26:42,56.52,6.22,0.981,83.43,733.85,97.79,0,无
EQ019,换热器,2026-03-02 10:26:42,68.05,6.51,0.725,86.53,756.32,97.04,0,无
EQ019,换热器,2026-03-02 11:26:42,53.83,4.78,0.267,69.28,722.47,99.17,0,无
EQ019,换热器,2026-03-02 12:26:42,85.24,7.21,1.075,90.69,778.44,98.14,0,无
EQ019,换热器,2026-03-02 13:26:42,74.47,5.41,1.001,101.17,795.59,95.99,0,无
EQ019,换热器,2026-03-02 14:26:42,58.07,5.19,1.686,106.85,855.82,97.12,0,无
EQ019,换热器,2026-03-02 15:26:42,56.86,7.23,1.307,105.06,867.18,99.96,0,无
EQ019,换热器,2026-03-02 16:26:42,70.62,6.63,1.344,96.05,809.78,98.68,0,无
EQ019,换热器,2026-03-02 17:26:42,62.23,6.3,0.958,67.23,833.83,98.11,0,无
EQ019,换热器,2026-03-02 18:26:42,60.89,7.32,1.107,90.34,834.4,98.09,0,无
EQ019,换热器,2026-03-02 19:26:42,67.81,5.64,0.756,93.52,713.54,97.56,0,无
EQ019,换热器,2026-03-02 20:26:42,71.13,5.56,0.593,93.66,811.02,97.25,0,无
EQ019,换热器,2026-03-02 21:26:42,60.5,6.15,1.001,98.93,888.18,98.18,0,无
EQ019,换热器,2026-03-02 22:26:42,54.46,6.45,0.982,100.86,850.67,99.34,0,无
EQ019,换热器,2026-03-02 23:26:42,52.03,7.04,0.981,99.31,749.5,98.75,0,无
EQ019,换热器,2026-03-03 00:26:42,50.05,6.32,1.495,96.22,854.09,98.08,0,无
EQ019,换热器,2026-03-03 01:26:42,50.25,6.07,0.944,110.76,781.83,98.5,0,无
EQ019,换热器,2026-03-03 02:26:42,52.61,6.26,1.007,98.47,801.55,97.71,0,无
EQ019,换热器,2026-03-03 03:26:42,60.99,5.88,0.708,84.45,775.28,97.68,0,无
EQ019,换热器,2026-03-03 04:26:42,38.97,6.01,1.661,108.28,791.43,97.18,0,无
EQ019,换热器,2026-03-03 05:26:42,48.11,6.53,1.128,85.18,848.16,98.84,0,无
EQ019,换热器,2026-03-03 06:26:42,55.3,5.82,1.075,106.63,745.26,98.57,0,无
EQ019,换热器,2026-03-03 07:26:42,60.41,6.67,1.229,100.69,845.84,96.49,0,无
EQ019,换热器,2026-03-03 08:26:42,57.38,5.42,0.833,93.19,736.86,98.95,0,无
EQ019,换热器,2026-03-03 09:26:42,65.26,5.64,0.305,93.94,797.57,99.36,0,无
EQ019,换热器,2026-03-03 10:26:42,56.05,6.59,0.849,106.82,840.38,98.58,0,无
EQ019,换热器,2026-03-03 11:26:42,53.3,5.78,1.176,81.04,839.48,96.79,0,无
EQ019,换热器,2026-03-03 12:26:42,50.54,5.68,0.794,102.18,813.36,98.07,0,无
EQ019,换热器,2026-03-03 13:26:42,53.12,6.73,1.019,111.17,685.32,98.54,0,无
EQ019,换热器,2026-03-03 14:26:42,55.99,6.46,1.536,85.98,842.91,97.4,0,无
EQ019,换热器,2026-03-03 15:26:42,46.9,6.56,1.546,125.33,815.03,96.56,0,无
EQ019,换热器,2026-03-03 16:26:42,58.55,5.93,1.329,99.71,696.21,98.63,0,无
EQ019,换热器,2026-03-03 17:26:42,60.5,6.54,1.075,108.27,800.74,98.28,0,无
EQ019,换热器,2026-03-03 18:26:42,53.55,6.21,0.944,105.88,740.88,99.4,0,无
EQ019,换热器,2026-03-03 19:26:42,61.74,6.48,1.001,107.24,687.74,97.89,0,无
EQ019,换热器,2026-03-03 20:26:42,54.45,5.78,1.303,80.8,836.99,98.46,0,无
EQ019,换热器,2026-03-03 21:26:42,68.96,4.76,1.177,103.03,797.34,99.44,0,无
EQ019,换热器,2026-03-03 22:26:42,45.24,6.08,,80.5,829.72,98.33,0,无
EQ019,换热器,2026-03-03 23:26:42,45.09,6.66,0.732,118.94,828.7,98.3,0,无
EQ019,换热器,2026-03-04 00:26:42,67.09,6.54,0.412,79.54,792.83,96.93,0,无
EQ019,换热器,2026-03-04 01:26:42,71.62,5.41,1.028,107.0,922.21,99.15,0,无
EQ019,换热器,2026-03-04 02:26:42,55.37,6.31,1.209,107.46,750.97,100.03,0,无
EQ019,换热器,2026-03-04 03:26:42,51.43,6.41,0.735,104.69,790.2,96.7,0,无
EQ019,换热器,2026-03-04 04:26:42,42.68,6.53,0.832,101.67,890.01,98.62,0,无
EQ019,换热器,2026-03-04 05:26:42,39.71,5.27,0.448,90.0,786.45,100.55,0,无
EQ019,换热器,2026-03-04 06:26:42,67.05,6.21,1.133,105.7,712.38,96.59,0,无
EQ019,换热器,2026-03-04 07:26:42,63.19,6.0,1.091,119.26,765.4,97.63,0,无
EQ019,换热器,2026-03-04 08:26:42,61.73,4.98,0.558,116.36,785.29,97.51,0,无
EQ019,换热器,2026-03-04 09:26:42,92.53,5.0,0.908,93.1,818.37,95.89,0,无
EQ019,换热器,2026-03-04 10:26:42,54.39,5.72,0.855,112.62,760.64,101.08,0,无
EQ019,换热器,2026-03-04 11:26:42,65.23,5.71,1.181,108.72,784.48,99.15,0,无
EQ019,换热器,2026-03-04 12:26:42,53.17,6.35,0.969,103.47,811.44,98.02,0,无
EQ019,换热器,2026-03-04 13:26:42,73.84,5.65,0.763,98.94,865.16,98.04,0,无
EQ019,换热器,2026-03-04 14:26:42,59.5,5.67,0.854,112.84,796.89,98.25,0,无
EQ019,换热器,2026-03-04 15:26:42,55.11,3.23,1.367,88.87,754.89,97.16,0,无
EQ019,换热器,2026-03-04 16:26:42,67.25,5.42,0.897,88.19,884.59,97.47,0,无
EQ019,换热器,2026-03-04 17:26:42,71.64,5.98,0.852,109.59,798.04,99.41,0,无
EQ019,换热器,2026-03-04 18:26:42,58.48,5.73,0.863,114.91,812.54,97.26,0,无
EQ019,换热器,2026-03-04 19:26:42,49.95,6.13,0.719,78.78,854.44,96.77,0,无
EQ019,换热器,2026-03-04 20:26:42,47.49,5.92,0.91,89.52,810.95,97.7,0,无
EQ019,换热器,2026-03-04 21:26:42,75.39,5.88,0.618,103.6,819.15,97.66,0,无
EQ019,换热器,2026-03-04 22:26:42,48.36,6.93,0.621,110.6,861.64,97.69,0,无
EQ019,换热器,2026-03-04 23:26:42,66.16,6.58,0.678,117.65,816.47,95.84,0,无
EQ019,换热器,2026-03-05 00:26:42,61.39,5.66,1.134,92.32,768.31,96.96,0,无
EQ019,换热器,2026-03-05 01:26:42,61.57,6.31,0.999,96.47,804.83,99.06,0,无
EQ019,换热器,2026-03-05 02:26:42,52.72,5.2,0.64,80.33,749.31,99.14,0,无
EQ019,换热器,2026-03-05 03:26:42,48.1,5.85,1.2,100.14,843.62,97.42,0,无
EQ019,换热器,2026-03-05 04:26:42,56.55,5.77,1.166,132.76,799.62,97.76,0,无
EQ019,换热器,2026-03-05 05:26:42,53.26,7.04,0.884,92.59,789.5,99.82,0,无
EQ019,换热器,2026-03-05 06:26:42,56.07,5.98,0.245,111.76,785.69,98.91,0,无
EQ019,换热器,2026-03-05 07:26:42,64.44,6.1,0.865,100.76,732.97,98.22,0,无
EQ019,换热器,2026-03-05 08:26:42,63.87,6.05,1.011,92.73,791.97,96.9,0,无
EQ019,换热器,2026-03-05 09:26:42,56.18,7.24,1.027,105.82,798.69,98.07,0,无
EQ019,换热器,2026-03-05 10:26:42,60.94,5.86,1.178,91.41,725.84,98.2,0,无
EQ019,换热器,2026-03-05 11:26:42,67.83,5.61,1.235,108.07,878.01,99.86,0,无
EQ019,换热器,2026-03-05 12:26:42,64.06,5.93,0.515,111.72,856.57,97.74,0,无
EQ019,换热器,2026-03-05 13:26:42,62.46,5.38,0.821,84.14,813.45,97.6,0,无
EQ019,换热器,2026-03-05 14:26:42,68.75,6.14,1.106,100.14,878.99,99.45,0,无
EQ019,换热器,2026-03-05 15:26:42,58.8,6.18,1.424,85.89,815.1,97.65,0,无
EQ019,换热器,2026-03-05 16:26:42,70.31,6.32,0.479,95.01,870.19,98.89,0,无
EQ019,换热器,2026-03-05 17:26:42,52.7,5.41,1.023,99.35,787.16,97.6,0,无
EQ019,换热器,2026-03-05 18:26:42,55.88,7.35,0.89,92.09,825.3,97.9,0,无
EQ019,换热器,2026-03-05 19:26:42,53.55,5.85,0.982,105.16,815.65,96.98,0,无
EQ019,换热器,2026-03-05 20:26:42,64.26,6.54,0.677,90.68,791.22,98.22,0,无
EQ019,换热器,2026-03-05 21:26:42,61.8,5.97,0.571,112.14,750.42,99.35,0,无
EQ019,换热器,2026-03-05 22:26:42,68.17,2.67,1.106,116.33,829.44,96.3,0,无
